actual_class,tf_predicted_class,tf_predicted_prob,tf_match,tf_predicted_features,cnn_predicted_class,cnn_predicted_prob,cnn_match,cnn_predicted_features,fusion_predicted_class,fusion_predicted_prob,fusion_match
0,0.0,0.8728808066484961,1,"[0.8728808066484961, 0.01882808514153522, 0.004239444273935665, 0.005327485475400554, 0.004717205822862978, 0.020333820491091018, 0.014699176276750839, 0.025207824035207937, 0.005216122150997854, 0.02855002968372195]",0,1.0,1,"[1.0, 7.000404526611909e-24, 1.3509454683667977e-14, 1.2394866175309764e-18, 5.960015239719643e-21, 8.91992488293242e-19, 2.4292094362954453e-22, 1.9875708208132256e-21, 5.469696283356626e-14, 1.9412476967682974e-21]",0,0.936440403324248,1
0,0.0,0.700163516544481,1,"[0.700163516544481, 0.040168862448308425, 0.004972097044804991, 0.017617550897081447, 0.014764089902517605, 0.019677314723885085, 0.03327118930353533, 0.01577811357762576, 0.01601616673798551, 0.13757109881977478]",0,1.0,1,"[1.0, 1.0999737770708692e-17, 1.9437779164022118e-10, 2.426574219338562e-11, 2.145500743483842e-14, 3.0156536989789373e-12, 1.7860817305467955e-16, 3.045760012945829e-15, 6.857629047951619e-11, 3.876282170475775e-17]",0,0.8500817582722404,1
0,0.0,0.8542133794921968,1,"[0.8542133794921968, 0.028193477324687778, 0.0036900652571033787, 0.008324773552805288, 0.004026557835110398, 0.018559808131979837, 0.01954449983126973, 0.03338629300501981, 0.005731284502852437, 0.024329861066974583]",0,1.0,1,"[1.0, 1.740890588938843e-24, 3.1915591588820014e-14, 5.99814073150618e-17, 3.018789506281166e-20, 6.858245448544533e-18, 5.842815045933397e-23, 2.244168668786032e-21, 5.118406224438555e-15, 7.678156108826532e-23]",0,0.9271066897460984,1
0,0.0,0.7226931023613623,1,"[0.7226931023613623, 0.05294628342440254, 0.004691990366171715, 0.014010197984491745, 0.004972704989309061, 0.01949952394359666, 0.04978533407226147, 0.03294700419411126, 0.01140057190720971, 0.08705328675708363]",0,1.0,1,"[1.0, 1.5800998002489066e-32, 1.502865034621529e-19, 2.752188772972513e-25, 7.771218205421747e-29, 1.2359268691372253e-25, 2.6311137074229294e-30, 2.899531165625286e-29, 6.953526832340868e-19, 3.3621296076908244e-29]",0,0.8613465511806812,1
0,0.0,0.8386669288161521,1,"[0.8386669288161521, 0.02946619012301184, 0.003655987867224263, 0.010486471213104557, 0.0035742072724659936, 0.02093810481680258, 0.013027115382979, 0.01990349939995342, 0.011481643743755262, 0.048799851364551054]",0,1.0,1,"[1.0, 7.263932149257212e-38, 1.5116829192957346e-22, 6.465907148551146e-29, 7.477085936078345e-33, 6.0191423332725396e-30, 3.563345246652829e-35, 7.275039487500614e-34, 3.891487953472233e-22, 7.588312864592081e-34]",0,0.9193334644080761,1
0,0.0,0.7125937867430427,1,"[0.7125937867430427, 0.03996763703320634, 0.006319111009367005, 0.01742817596659695, 0.006487407958159623, 0.015307323590811705, 0.0380781052660635, 0.0462723716024708, 0.015769172938104894, 0.10177690789217647]",0,0.9999998807907104,1,"[0.9999998807907104, 4.818593983026143e-13, 4.032290590316734e-08, 1.0336591582671417e-09, 4.511303483556439e-11, 6.300387989099931e-10, 3.1735521328901672e-12, 1.462902889104445e-11, 1.1504631913794583e-07, 5.1902488383548384e-12]",0,0.8562968337668766,1
0,0.0,0.8082832049070248,1,"[0.8082832049070248, 0.029207961670804427, 0.004401701965499263, 0.006221545525117506, 0.0047171555049139976, 0.02281844993785741, 0.02785891229654608, 0.025235727506683354, 0.004975449654750388, 0.06627989103080269]",0,0.9999203681945801,1,"[0.9999203681945801, 3.07506198282681e-08, 3.217486300854944e-05, 1.913786718432675e-06, 3.152802889871964e-07, 1.2202090147184208e-06, 8.285882557856894e-08, 2.175343638555205e-07, 4.337734935688786e-05, 1.3828355349687627e-07]",0,0.9041017865508024,1
0,9.0,0.3695181973715526,0,"[0.36423983020399336, 0.03582259136859328, 0.008374985535380514, 0.01823765103549443, 0.008447940279568376, 0.02297976495504816, 0.026403848041644692, 0.10040920214224612, 0.04556598906647851, 0.3695181973715526]",0,0.9994829297065735,1,"[0.9994829297065735, 5.218268483986321e-07, 9.711224265629426e-05, 1.0547553756623529e-05, 3.0713517844560556e-06, 1.63426338986028e-05, 1.1812186357929022e-06, 2.54943779509631e-06, 0.00038397996104322374, 1.6813256706882385e-06]",0,0.6818613799552834,1
0,0.0,0.8278410898795523,1,"[0.8278410898795523, 0.026862116896695827, 0.0051418978257989955, 0.010011450072436433, 0.005538929474808127, 0.014943040896139894, 0.012431835670428795, 0.0529461165397588, 0.008743481862525833, 0.03554004088185497]",0,0.9997832179069519,1,"[0.9997832179069519, 1.6015002302083303e-07, 8.727022213861346e-05, 7.4750637395482045e-06, 1.5097646155481925e-06, 5.828668690810446e-06, 3.6917586498930177e-07, 1.034763386087434e-06, 0.00011264615750405937, 5.642831979457696e-07]",0,0.9138121538932521,1
0,0.0,0.772764162591936,1,"[0.772764162591936, 0.03526418093330906, 0.004673778709719338, 0.016375264703833842, 0.017783808636766717, 0.017908059791806187, 0.03820365110870092, 0.030024007263638058, 0.006590096526210174, 0.0604129897340796]",0,1.0,1,"[1.0, 1.1435325258703086e-20, 2.1689102337046906e-12, 8.716400484654258e-16, 4.546583347646691e-18, 2.3892848619287168e-16, 2.281077201146271e-19, 1.6871410486130364e-18, 1.9146700284272677e-12, 1.084238258239727e-18]",0,0.886382081295968,1
0,0.0,0.7241311409286794,1,"[0.7241311409286794, 0.01457249809960814, 0.006909735284170301, 0.009145551144054508, 0.006940304235551644, 0.014206561071519417, 0.006104572545032284, 0.06762891085673536, 0.02985355640900257, 0.12050716942564638]",0,0.9999978542327881,1,"[0.9999978542327881, 5.5311089042220374e-11, 7.072305265864998e-07, 5.8717841255884196e-08, 3.311958041152252e-09, 4.919674623238279e-08, 2.43010472855687e-10, 1.2014740313759376e-09, 1.2825529438487138e-06, 2.309768765140774e-10]",0,0.8620644975807337,1
0,9.0,0.6009303545197403,0,"[0.11433501995199115, 0.004803756583931044, 0.012785923653149917, 0.007227390210302105, 0.012910853840729512, 0.009292409275353238, 0.0027546275062957787, 0.1226920336574764, 0.11226763080103044, 0.6009303545197403]",0,0.9999992847442627,1,"[0.9999992847442627, 8.663925479823753e-12, 4.193340714664373e-07, 2.1610100375824004e-09, 1.920256592624625e-10, 1.1848452219354044e-09, 2.899983551907237e-11, 1.3969031487093275e-10, 2.052041452316189e-07, 1.427266638209801e-10]",0,0.557167152348127,1
0,0.0,0.7973795485904202,1,"[0.7973795485904202, 0.023368727578971786, 0.005620715926711668, 0.008030624343827496, 0.00607460178559642, 0.016282657757319206, 0.021605984301774715, 0.04478133937675657, 0.008388517558188435, 0.06846728278043351]",0,1.0,1,"[1.0, 1.1197167393045722e-14, 3.983912311156246e-09, 2.325584343154663e-11, 9.709721091391565e-13, 1.9776734069831825e-11, 9.498731147342468e-14, 4.2695995393707276e-13, 1.2305650720634276e-08, 2.430281724561528e-13]",0,0.89868977429521,1
0,0.0,0.72317421312104,1,"[0.72317421312104, 0.03373088844447147, 0.004306925117287814, 0.024739553406707547, 0.003645237435189046, 0.015828394055738347, 0.011605365517778042, 0.04022393184392298, 0.030972008421850786, 0.11177348263601401]",0,0.9968277215957642,1,"[0.9968277215957642, 1.0835849025170319e-05, 0.001219364581629634, 0.0001940338988788426, 7.369353261310607e-05, 0.0002233179984614253, 1.8334763808525167e-05, 5.3606036090059206e-05, 0.0013561550294980407, 2.301981112395879e-05]",0,0.8600009673584021,1
0,0.0,0.7437525420457154,1,"[0.7437525420457154, 0.04458663637233288, 0.00433982442839053, 0.013134583694453108, 0.004116853686463706, 0.024571169242861127, 0.027398951138770482, 0.027713195147990755, 0.009663874129099878, 0.10072237011392217]",0,0.9374777674674988,1,"[0.9374777674674988, 0.0010425137588754296, 0.012709972448647022, 0.007667769677937031, 0.0043233525939285755, 0.008092370815575123, 0.0014726982917636633, 0.003014869289472699, 0.022990016266703606, 0.001208745175972581]",0,0.8406151547566071,1
1,1.0,0.9254671979853162,1,"[0.004967278477335998, 0.9254671979853162, 0.003002681521597864, 0.00647269888104934, 0.003969701089476532, 0.00643423765209055, 0.012263911438011626, 0.017547085688157958, 0.00980885258663647, 0.010066354680327327]",1,0.970361053943634,1,"[3.41082522936631e-06, 0.970361053943634, 2.507099225113052e-06, 0.0005655694985762239, 8.669626549817622e-05, 0.00022906778031028807, 0.02139831706881523, 0.003958674147725105, 0.00018495817494112998, 0.0032098719384521246]",1,0.9479141259644751,1
1,1.0,0.8262854808908588,1,"[0.054956334925053356, 0.8262854808908588, 0.00309969324152161, 0.009127102902853871, 0.003944649781880811, 0.014290771359023895, 0.04453131792073005, 0.015883383299539866, 0.012840218948961025, 0.015041046729576684]",1,0.9811336398124695,1,"[2.6187542516709073e-06, 0.9811336398124695, 3.542410922818817e-06, 0.0008719509933143854, 6.17407204117626e-05, 0.0002613061515148729, 0.011926661245524883, 0.003952080383896828, 0.00013071931607555598, 0.0016558553325012326]",1,0.9037095603516642,1
1,1.0,0.8389875573832213,1,"[0.04369210627839, 0.8389875573832213, 0.003055531910044478, 0.008986330138068006, 0.0038768850205353773, 0.015805509951028862, 0.04153672914228809, 0.015537606956510673, 0.012824963143327824, 0.015696780076585353]",1,0.9411729574203491,1,"[1.6411408978456166e-06, 0.9411729574203491, 2.959366156574106e-06, 0.0021872324869036674, 4.580398672260344e-05, 0.0006744629354216158, 0.05060308799147606, 0.004492937121540308, 0.0003280481032561511, 0.0004908434930257499]",1,0.8900802574017852,1
1,1.0,0.8564100919694805,1,"[0.0375279211728633, 0.8564100919694805, 0.003092657242670978, 0.010171062021140586, 0.003958504823490471, 0.011484749077706045, 0.03243654990832614, 0.0212884301803052, 0.011932319536298313, 0.0116977140677183]",1,0.503476619720459,1,"[2.725912599998992e-05, 0.503476619720459, 3.2171425118576735e-05, 0.08717333525419235, 0.0003350389888510108, 0.019900117069482803, 0.37152352929115295, 0.012311323545873165, 0.005022799130529165, 0.00019783200696110725]",1,0.6799433558449697,1
1,1.0,0.8491211151966305,1,"[0.04350004677103055, 0.8491211151966305, 0.0029205216505346766, 0.009514595089196665, 0.003784562601893987, 0.01184620872894628, 0.038013746919509504, 0.017155259671570312, 0.013000236630808307, 0.011143706739879225]",1,0.7662745118141174,1,"[0.0007953246240504086, 0.7662745118141174, 0.0009530661045573652, 0.020379608497023582, 0.004710608161985874, 0.017459921538829803, 0.10475637763738632, 0.05844591185450554, 0.010564910247921944, 0.01565970666706562]",1,0.807697813505374,1
1,1.0,0.7913605340076428,1,"[0.07137373737901895, 0.7913605340076428, 0.0033186548171472018, 0.011703301661932104, 0.004136498651005215, 0.01601761613678577, 0.05153026899148317, 0.02107447883449064, 0.013379460265524662, 0.016105449254969317]",1,0.49269410967826843,1,"[0.010919759050011635, 0.49269410967826843, 0.0141880689188838, 0.05358697474002838, 0.03258928284049034, 0.054443225264549255, 0.09638489782810211, 0.14180687069892883, 0.035674940794706345, 0.06771189719438553]",1,0.6420273218429556,1
1,1.0,0.8784730271065815,1,"[0.02774960597031677, 0.8784730271065815, 0.0031731264447609196, 0.012682907150381175, 0.003853790596114645, 0.008687213793651906, 0.016600580803142466, 0.030206145553058106, 0.009591365078295687, 0.008982237503696667]",1,0.6193903088569641,1,"[0.004765066783875227, 0.6193903088569641, 0.00669070053845644, 0.05096600949764252, 0.01761741377413273, 0.03767872601747513, 0.09599834680557251, 0.102580226957798, 0.022051379084587097, 0.04226187616586685]",1,0.7489316679817728,1
1,1.0,0.9378709974626949,1,"[0.003908655323645026, 0.9378709974626949, 0.0034033453418494046, 0.0063481958392022485, 0.004344591946737363, 0.0038698672373905993, 0.003578647342065234, 0.02737555926232412, 0.004929668646930077, 0.004370471597161117]",1,0.939268946647644,1,"[2.5234296572307358e-06, 0.939268946647644, 2.2090221136750188e-06, 0.0009678490459918976, 6.0111247876193374e-05, 0.0005146002513356507, 0.05245036631822586, 0.005381687078624964, 0.0004124621918890625, 0.0009392065112479031]",1,0.9385699720551695,1
1,1.0,0.8415646103564265,1,"[0.04930408089583648, 0.8415646103564265, 0.0029058662820101934, 0.008932769358156274, 0.0037131687973457647, 0.013229064949999396, 0.04197389988394729, 0.01570976735625206, 0.010948061467131379, 0.011718710652894404]",1,0.6980426907539368,1,"[0.0015882359584793448, 0.6980426907539368, 0.002068965695798397, 0.00878932699561119, 0.014556200243532658, 0.011167499236762524, 0.03131972625851631, 0.07837686687707901, 0.006473921239376068, 0.14761650562286377]",1,0.7698036505551816,1
1,1.0,0.8273856673924472,1,"[0.052038780334808854, 0.8273856673924472, 0.003032257934925059, 0.00875133688246027, 0.0038497781104787905, 0.014920015706119609, 0.04796921002211771, 0.015081414611793362, 0.011258287017212286, 0.015713251987636827]",7,0.3048604130744934,0,"[0.013673907145857811, 0.23798465728759766, 0.03223833814263344, 0.05243159085512161, 0.03186894208192825, 0.15573526918888092, 0.08846565335988998, 0.3048604130744934, 0.04936438426375389, 0.03337671235203743]",1,0.5326851623400224,1
1,1.0,0.8273856673924472,1,"[0.052038780334808854, 0.8273856673924472, 0.003032257934925059, 0.00875133688246027, 0.0038497781104787905, 0.014920015706119609, 0.04796921002211771, 0.015081414611793362, 0.011258287017212286, 0.015713251987636827]",1,0.23268748819828033,1,"[0.03196994960308075, 0.23268748819828033, 0.014163997024297714, 0.0576816126704216, 0.0647941455245018, 0.09133345633745193, 0.18198633193969727, 0.11977284401655197, 0.14040197432041168, 0.06520809233188629]",1,0.5300365777953637,1
1,1.0,0.8835345737257018,1,"[0.03206044923622431, 0.8835345737257018, 0.0032893163663346033, 0.010106809826514622, 0.0037708047323916096, 0.009469902726124812, 0.013221400325203435, 0.023998875456002756, 0.009172375842501605, 0.01137549176300039]",1,0.8463653326034546,1,"[5.864495165042172e-07, 0.8463653326034546, 6.182963261380792e-07, 0.001670511090196669, 1.7393591406289488e-05, 0.0004540257214102894, 0.14842703938484192, 0.002444904763251543, 0.0004456189926713705, 0.00017392240988556296]",1,0.8649499531645781,1
1,1.0,0.8321942756310238,1,"[0.03562598721759006, 0.8321942756310238, 0.0039191782299745894, 0.0076490817672880814, 0.0053079399958917105, 0.01532019874754014, 0.05232369225488258, 0.023676938577985085, 0.008978338524337439, 0.015004369053486349]",1,0.7857164740562439,1,"[0.0013853526907041669, 0.7857164740562439, 0.001219365163706243, 0.014254110865294933, 0.007953288033604622, 0.009639364667236805, 0.06548469513654709, 0.051391907036304474, 0.008117008022964, 0.054838426411151886]",1,0.8089553748436338,1
1,1.0,0.8602393375472139,1,"[0.045916909915241874, 0.8602393375472139, 0.0033182046783338617, 0.012300867825054079, 0.004035799192807996, 0.009036562972493695, 0.019368497221194655, 0.029239681990749954, 0.008212138231240023, 0.008332000425669606]",5,0.3457556664943695,0,"[0.018836166709661484, 0.09306293725967407, 0.01813100464642048, 0.041292961686849594, 0.03411140292882919, 0.3457556664943695, 0.09200582653284073, 0.24156919121742249, 0.10183189064264297, 0.013402960263192654]",1,0.476651137403444,1
1,1.0,0.9102341308012565,1,"[0.02259841709528853, 0.9102341308012565, 0.0036101118382110536, 0.008958087718852833, 0.00403370935455005, 0.006177030231783955, 0.0038066517434458586, 0.03080474933110639, 0.0035832235767360296, 0.006193888308768852]",5,0.3052051067352295,0,"[0.02047416754066944, 0.10458852350711823, 0.013145077042281628, 0.036329612135887146, 0.03662072867155075, 0.3052051067352295, 0.11850477010011673, 0.21197843551635742, 0.1381664276123047, 0.014987110160291195]",1,0.5074113271541874,1
1,1.0,0.8374918734676065,1,"[0.04270309779373001, 0.8374918734676065, 0.0030863525257652973, 0.00908865850516647, 0.0038964576261267107, 0.014380617099015764, 0.042484430550778954, 0.01611582122794168, 0.012948614938032097, 0.017804076265836598]",7,0.23350213468074799,0,"[0.02060822769999504, 0.17000409960746765, 0.025648780167102814, 0.06323453038930893, 0.03833669424057007, 0.21114447712898254, 0.12404486536979675, 0.23350213468074799, 0.08754409104585648, 0.025931959971785545]",1,0.503747986537537,1
1,1.0,0.943027713167419,1,"[0.0024301470104204637, 0.943027713167419, 0.0031322271763261746, 0.005927259382047952, 0.0037775138420676276, 0.004111938980174838, 0.0027508887912756344, 0.023702058990753092, 0.004552145642409829, 0.006588107017105437]",7,0.3030356168746948,0,"[0.01626068353652954, 0.10995563119649887, 0.025606857612729073, 0.04106542095541954, 0.031956858932971954, 0.299330472946167, 0.08262404799461365, 0.3030356168746948, 0.0737433210015297, 0.01642114855349064]",1,0.5264916721819589,1
1,1.0,0.8310875363234612,1,"[0.04985392953894516, 0.8310875363234612, 0.0030428858598919003, 0.009036360773103304, 0.003902324505397937, 0.014078804872465453, 0.045903075076525655, 0.015714940109520355, 0.012318830079640018, 0.015061312861049057]",5,0.37181565165519714,0,"[0.017223328351974487, 0.0843776986002922, 0.01914345659315586, 0.04440771043300629, 0.029381824657320976, 0.37181565165519714, 0.08851037919521332, 0.2429371327161789, 0.09088776260614395, 0.01131505984812975]",1,0.4577326174618767,1
1,1.0,0.920929814294197,1,"[0.005047674274803086, 0.920929814294197, 0.0026116231215084517, 0.008191401526127694, 0.0034177052956244364, 0.005027494969302575, 0.015640552009490716, 0.018664652750688144, 0.013178725620979085, 0.007290356137278793]",5,0.35386455059051514,0,"[0.020167620852589607, 0.0913270115852356, 0.01778200827538967, 0.046959877014160156, 0.03484160080552101, 0.35386455059051514, 0.09553206712007523, 0.22012993693351746, 0.10667067021131516, 0.012724636122584343]",1,0.5061284129397163,1
1,1.0,0.9149237242648225,1,"[0.0016564606086056214, 0.9149237242648225, 0.004941585102257405, 0.004682462127328129, 0.006715024160913243, 0.0030574820583440807, 0.0017010461740565603, 0.05673532714236878, 0.002631061590618883, 0.0029558267706849338]",1,0.8371057510375977,1,"[0.0005054819630458951, 0.8371057510375977, 0.000450533494586125, 0.012288344092667103, 0.0032192727085202932, 0.0068803452886641026, 0.07741347700357437, 0.03453082591295242, 0.0057449075393378735, 0.02186104841530323]",1,0.8760147376512101,1
1,1.0,0.9396895725658935,1,"[0.0018167218504830309, 0.9396895725658935, 0.003165160947209786, 0.006640593724863878, 0.003879625929880753, 0.003108769497220216, 0.001786344457340759, 0.03131560040392591, 0.005121958011775174, 0.0034756526114070067]",1,0.9194652438163757,1,"[6.622606451855972e-05, 0.9194652438163757, 0.00010244603618048131, 0.007490749936550856, 0.0007676257519051433, 0.0031845583580434322, 0.04395758733153343, 0.01789664663374424, 0.0015823171706870198, 0.005486591253429651]",1,0.9295774081911345,1
1,1.0,0.9252620320690329,1,"[0.0024501755895954755, 0.9252620320690329, 0.0038368001078482226, 0.007963782587967561, 0.00442997712025202, 0.0028149047852250083, 0.0012534448794939228, 0.04310465624993344, 0.0044142127299738815, 0.004470013880677491]",1,0.9090391993522644,1,"[7.93404906289652e-05, 0.9090391993522644, 3.392223152332008e-05, 0.0017613641684874892, 0.0009743712143972516, 0.0008809218998067081, 0.045733846724033356, 0.010767029598355293, 0.0013445746153593063, 0.029385453090071678]",1,0.9171506157106486,1
1,1.0,0.9205140666812635,1,"[0.0018166279326668777, 0.9205140666812635, 0.004729032122768204, 0.007440066780548338, 0.005583272405817851, 0.0029986164554646035, 0.0011831573423556362, 0.04633493526584781, 0.004352498863623599, 0.0050477261496437885]",1,0.8704580068588257,1,"[0.00016383871843572706, 0.8704580068588257, 0.0001122060275520198, 0.006316223181784153, 0.0013176618376746774, 0.002715518232434988, 0.08244980126619339, 0.017647892236709595, 0.003104130970314145, 0.015714889392256737]",1,0.8954860367700446,1
1,1.0,0.8273856673924472,1,"[0.052038780334808854, 0.8273856673924472, 0.003032257934925059, 0.00875133688246027, 0.0038497781104787905, 0.014920015706119609, 0.04796921002211771, 0.015081414611793362, 0.011258287017212286, 0.015713251987636827]",5,0.3131304085254669,0,"[0.019698238000273705, 0.1054677963256836, 0.015548573806881905, 0.040227942168712616, 0.03601381927728653, 0.3131304085254669, 0.10850757360458374, 0.22629736363887787, 0.11985503137111664, 0.015253189019858837]",1,0.4664267318590654,1
1,1.0,0.8415646103564265,1,"[0.04930408089583648, 0.8415646103564265, 0.0029058662820101934, 0.008932769358156274, 0.0037131687973457647, 0.013229064949999396, 0.04197389988394729, 0.01570976735625206, 0.010948061467131379, 0.011718710652894404]",5,0.42073819041252136,0,"[0.01024277787655592, 0.052051667124032974, 0.02270142175257206, 0.026146577671170235, 0.021424487233161926, 0.42073819041252136, 0.0418570302426815, 0.3502918779850006, 0.04706088453531265, 0.007485140580683947]",1,0.44680813874022973,1
2,2.0,0.8959238126738717,1,"[0.0024089555860561333, 0.0023522784258961883, 0.8959238126738717, 0.00425468999877087, 0.00768628309497326, 0.00381887167989806, 0.009845384322419133, 0.03476293566059794, 0.036138775561577234, 0.0028080129959394125]",2,0.9999960660934448,1,"[6.807427155308687e-08, 8.475057949267756e-14, 0.9999960660934448, 8.619607111404193e-11, 2.7205577200761777e-12, 4.251480945072217e-08, 5.941898855539238e-14, 3.7454155972227454e-06, 6.898983744311679e-14, 2.889490133706901e-13]",2,0.9479599393836582,1
2,2.0,0.8959238126738717,1,"[0.0024089555860561333, 0.0023522784258961883, 0.8959238126738717, 0.00425468999877087, 0.00768628309497326, 0.00381887167989806, 0.009845384322419133, 0.03476293566059794, 0.036138775561577234, 0.0028080129959394125]",2,0.9999993443489075,1,"[3.82484096623396e-18, 3.75509560437472e-20, 0.9999993443489075, 2.4133853315582657e-16, 5.505100492536014e-19, 1.371824095292018e-11, 7.206834512881695e-21, 5.630446366922115e-07, 1.119144218244821e-22, 9.735853771203194e-20]",2,0.9479615785113895,1
2,2.0,0.8959238126738717,1,"[0.0024089555860561333, 0.0023522784258961883, 0.8959238126738717, 0.00425468999877087, 0.00768628309497326, 0.00381887167989806, 0.009845384322419133, 0.03476293566059794, 0.036138775561577234, 0.0028080129959394125]",0,0.7661822438240051,0,"[0.7661822438240051, 2.2712302958499686e-12, 0.23381726443767548, 1.5132738395706724e-09, 1.2670860194408107e-10, 1.8239819610244012e-07, 3.6151691449465284e-12, 2.892203383453307e-07, 8.344906432533605e-10, 2.473131768820913e-11]",2,0.5648705385557735,1
